,version,id,key,name,title,blurb,tags,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed
0,10.6.1,Gnar,150,Gnar,the Missing Link,"Gnar is a primeval yordle whose playful antics can erupt into a toddler's outrage in an instant, transforming him into a massive beast bent on destruction. Frozen in True Ice for millennia, the curious creature broke free and now hops about a changed...","['Fighter', 'Tank']",Rage,6,5,5,8,Gnar.png,champion1.png,champion,192,0,48,48,510.0,65,100.0,0.0,335,32.0,2.5,30.0,0.5,175,4.5,1.75,0.0,0.0,0,0,59.0,3.0,6.0,0.625
0,10.6.1,Gragas,79,Gragas,the Rabble Rouser,"Equal parts jolly and imposing, Gragas is a massive, rowdy brewmaster on his own quest for the perfect pint of ale. Hailing from parts unknown, he now searches for rare ingredients among the unblemished wastes of the Freljord, trying each recipe as he...","['Fighter', 'Mage']",Mana,4,7,6,5,Gragas.png,champion1.png,champion,240,0,48,48,600.0,95,400.0,47.0,330,35.0,3.6,32.1,1.25,125,5.5,0.5,6.0,0.8,0,0,64.0,3.5,2.05,0.675
0,10.6.1,Graves,104,Graves,the Outlaw,"Malcolm Graves is a renowned mercenary, gambler, and thief—a wanted man in every city and empire he has visited. Even though he has an explosive temper, he possesses a strict sense of criminal honor, often enforced at the business end of his...",['Marksman'],Mana,8,5,3,3,Graves.png,champion1.png,champion,288,0,48,48,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,0,0,68.0,3.0,2.6,0.475
0,10.6.1,Hecarim,120,Hecarim,the Shadow of War,"Hecarim is a spectral fusion of man and beast, cursed to ride down the souls of the living for all eternity. When the Blessed Isles fell into shadow, this proud knight was obliterated by the destructive energies of the Ruination, along with all his...","['Fighter', 'Tank']",Mana,8,6,4,6,Hecarim.png,champion1.png,champion,336,0,48,48,580.0,90,277.2,40.0,345,36.0,4.0,32.1,1.25,175,7.0,0.75,6.5,0.6,0,0,66.0,3.2,2.5,0.67
0,10.6.1,Heimerdinger,74,Heimerdinger,the Revered Inventor,"A brilliant yet eccentric yordle scientist, Professor Cecil B. Heimerdinger is one of the most innovative and esteemed inventors Piltover has ever known. Relentless in his work to the point of neurotic obsession, he thrives on answering the universe's...","['Mage', 'Support']",Mana,2,6,8,8,Heimerdinger.png,champion1.png,champion,384,0,48,48,488.0,87,385.0,20.0,340,19.04,3.0,30.0,0.5,550,7.0,0.55,8.0,0.8,0,0,55.536,2.7,1.36,0.625
0,10.6.1,Illaoi,420,Illaoi,the Kraken Priestess,"Illaoi's powerful physique is dwarfed only by her indomitable faith. As the prophet of the Great Kraken, she uses a huge, golden idol to rip her foes' spirits from their bodies and shatter their perception of reality. All who challenge the “Truth Bearer...","['Fighter', 'Tank']",Mana,8,6,3,4,Illaoi.png,champion1.png,champion,432,0,48,48,585.6,95,300.0,40.0,340,35.0,3.8,32.1,1.25,125,9.5,0.8,7.5,0.75,0,0,68.0,5.0,2.5,0.571
0,10.6.1,Irelia,39,Irelia,the Blade Dancer,"The Noxian occupation of Ionia produced many heroes, none more unlikely than young Irelia of Navori. Trained in the ancient dances of her province, she adapted her art for war, using the graceful and carefully practised movements to levitate a host of...","['Fighter', 'Assassin']",Mana,7,4,5,5,Irelia.png,champion1.png,champion,0,48,48,48,580.0,95,350.0,30.0,335,36.0,3.0,32.0,1.25,200,8.5,0.85,8.0,0.8,0,0,63.0,4.0,2.5,0.656
0,10.6.1,Ivern,427,Ivern,the Green Father,"Ivern Bramblefoot, known to many as the Green Father, is a peculiar half man, half tree who roams Runeterra's forests, cultivating life everywhere he goes. He knows the secrets of the natural world, and holds deep friendships with all things that grow...","['Support', 'Mage']",Mana,3,5,7,7,Ivern.png,champion1.png,champion,48,48,48,48,585.0,95,450.0,60.0,330,27.0,3.5,32.1,1.25,475,7.0,0.85,6.0,0.75,0,0,50.0,3.0,3.4,0.644
0,10.6.1,Janna,40,Janna,the Storm's Fury,"Armed with the power of Runeterra's gales, Janna is a mysterious, elemental wind spirit who protects the dispossessed of Zaun. Some believe she was brought into existence by the pleas of Runeterra's sailors who prayed for fair winds as they navigated...","['Support', 'Mage']",Mana,3,5,7,7,Janna.png,champion1.png,champion,96,48,48,48,500.0,70,350.0,64.0,315,28.0,3.8,30.0,0.5,550,5.5,0.55,11.5,0.4,0,0,46.0,1.5,2.95,0.625
0,10.6.1,JarvanIV,59,Jarvan IV,the Exemplar of Demacia,"Prince Jarvan, scion of the Lightshield dynasty, is heir apparent to the throne of Demacia. Raised to be a paragon of his nation's greatest virtues, he is forced to balance the heavy expectations placed upon him with his own desire to fight on the front...","['Tank', 'Fighter']",Mana,6,8,3,5,JarvanIV.png,champion1.png,champion,144,48,48,48,570.0,90,300.0,40.0,340,34.0,3.6,32.1,1.25,175,8.0,0.7,6.5,0.45,0,0,64.0,3.4,2.5,0.658
0,10.6.1,Jax,24,Jax,Grandmaster at Arms,"Unmatched in both his skill with unique armaments and his biting sarcasm, Jax is the last known weapons master of Icathia. After his homeland was laid low by its own hubris in unleashing the Void, Jax and his kind vowed to protect what little remained...","['Fighter', 'Assassin']",Mana,7,5,7,5,Jax.png,champion1.png,champion,192,48,48,48,592.8,85,338.8,32.0,350,36.0,3.0,32.1,1.25,125,8.5,0.55,7.576,0.7,0,0,68.0,3.375,3.4,0.638
0,10.6.1,Jayce,126,Jayce,the Defender of Tomorrow,"Jayce is a brilliant inventor who has pledged his life to the defense of Piltover and its unyielding pursuit of progress. With his transforming hextech hammer in hand, Jayce uses his strength, courage, and considerable intelligence to protect his...","['Fighter', 'Marksman']",Mana,8,4,3,7,Jayce.png,champion1.png,champion,240,48,48,48,560.0,90,375.0,45.0,335,27.0,3.5,30.0,0.5,125,6.0,0.6,6.0,0.8,0,0,54.0,4.25,3.0,0.658
0,10.6.1,Jhin,202,Jhin,the Virtuoso,"Jhin is a meticulous criminal psychopath who believes murder is art. Once an Ionian prisoner, but freed by shadowy elements within Ionia's ruling council, the serial killer now works as their cabal's assassin. Using his gun as his paintbrush, Jhin...","['Marksman', 'Mage']",Mana,10,2,6,6,Jhin.png,champion1.png,champion,288,48,48,48,556.0,91,300.0,50.0,330,24.0,3.5,30.0,0.5,550,3.75,0.55,6.0,0.8,0,0,59.0,4.7,0.0,0.625
0,10.6.1,Jinx,222,Jinx,the Loose Cannon,"A manic and impulsive criminal from Zaun, Jinx lives to wreak havoc without care for the consequences. With an arsenal of deadly weapons, she unleashes the loudest blasts and brightest explosions to leave a trail of mayhem and panic in her wake. Jinx...",['Marksman'],Mana,9,2,4,6,Jinx.png,champion1.png,champion,336,48,48,48,581.0,84,245.0,45.0,325,28.0,3.5,30.0,0.5,525,3.75,0.5,6.7,1.0,0,0,57.0,3.4,1.0,0.625
0,10.6.1,Kaisa,145,Kai'Sa,Daughter of the Void,"Claimed by the Void when she was only a child, Kai'Sa managed to survive through sheer tenacity and strength of will. Her experiences have made her a deadly hunter and, to some, the harbinger of a future they would rather not live to see. Having entered...",['Marksman'],Mana,8,5,3,6,Kaisa.png,champion1.png,champion,384,48,48,48,571.0,86,344.88,38.0,335,28.0,3.0,30.0,0.5,525,3.5,0.55,8.2,0.45,0,0,59.0,1.7,1.8,0.644
0,10.6.1,Kalista,429,Kalista,the Spear of Vengeance,"A specter of wrath and retribution, Kalista is the undying spirit of vengeance, an armored nightmare summoned from the Shadow Isles to hunt deceivers and traitors. The betrayed may cry out in blood to be avenged, but Kalista only answers those willing...",['Marksman'],Mana,8,2,4,7,Kalista.png,champion1.png,champion,432,48,48,48,534.0,100,250.0,45.0,325,23.0,4.0,30.0,0.5,525,3.75,0.55,6.3,0.4,0,0,69.0,4.0,4.0,0.694
0,10.6.1,Karma,43,Karma,the Enlightened One,"No mortal exemplifies the spiritual traditions of Ionia more than Karma. She is the living embodiment of an ancient soul reincarnated countless times, carrying all her accumulated memories into each new life, and blessed with power that few can...","['Mage', 'Support']",Mana,1,7,8,5,Karma.png,champion1.png,champion,0,96,48,48,534.0,95,374.0,50.0,335,26.0,3.8,30.0,0.5,525,5.5,0.55,11.5,0.5,0,0,53.544,3.3,2.3,0.625
0,10.6.1,Karthus,30,Karthus,the Deathsinger,"The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...",['Mage'],Mana,2,2,10,7,Karthus.png,champion1.png,champion,48,96,48,48,528.0,87,467.0,30.5,335,20.88,3.5,30.0,0.5,450,6.5,0.55,8.0,0.8,0,0,45.66,3.25,2.11,0.625
0,10.6.1,Kassadin,38,Kassadin,the Void Walker,"Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribes—until the day his village was...","['Assassin', 'Mage']",Mana,3,5,8,8,Kassadin.png,champion1.png,champion,96,96,48,48,576.0,90,397.6,67.0,335,19.0,2.8,30.0,0.5,150,6.0,0.5,6.0,0.8,0,0,58.852,3.9,3.7,0.64
0,10.6.1,Katarina,55,Katarina,the Sinister Blade,"Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...","['Assassin', 'Mage']",None,4,3,9,8,Katarina.png,champion1.png,champion,144,96,48,48,602.0,94,0.0,0.0,340,27.88,3.5,32.1,1.25,125,7.5,0.7,0.0,0.0,0,0,58.0,3.2,2.74,0.658
0,10.6.1,Kayle,10,Kayle,the Righteous,"Born to a Targonian Aspect at the height of the Rune Wars, Kayle honored her mother's legacy by fighting for justice on wings of divine flame. She and her twin sister Morgana were the protectors of Demacia for many years—until Kayle became disillusioned...","['Fighter', 'Support']",Mana,6,6,7,7,Kayle.png,champion1.png,champion,192,96,48,48,600.0,85,330.0,50.0,335,26.0,3.0,34.0,0.5,175,5.0,0.5,8.0,0.8,0,0,50.0,2.5,1.5,0.625
0,10.6.1,Kayn,141,Kayn,the Shadow Reaper,"A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...","['Fighter', 'Assassin']",Mana,10,6,1,8,Kayn.png,champion1.png,champion,240,96,48,48,585.0,85,410.0,50.0,340,38.0,3.3,32.1,1.25,175,8.0,0.75,11.5,0.95,0,0,68.0,3.3,2.7,0.669
